name,city,cuisines,cost,online_delivery,rating,votes,value_score
Mochamania,Gurgaon,Bakery,300,No,3.7,50,12.333333333333334
Mukhtalif Biryanis,Gurgaon,"Mughlai, Biryani",600,Yes,3.7,125,6.166666666666667
Mummy's Kitchen,Gurgaon,North Indian,150,No,3.5,26,23.333333333333336
Ovenstory Pizza,Gurgaon,"Pizza, Fast Food",500,Yes,3.7,23,7.4
The Godinho's,Gurgaon,"Goan, American, Portuguese",600,No,3.8,23,6.333333333333333
Chin Chow,Gurgaon,Chinese,550,No,2.4,38,4.363636363636364
Cafe Sante,Gurgaon,Cafe,1100,No,4.3,62,3.9090909090909087
Mughal Dine-Esty,Gurgaon,"North Indian, Mughlai",1500,Yes,4.0,32,2.6666666666666665
Nuterro,Gurgaon,"Healthy Food, Continental, Juices, Beverages, Italian, Salad, Lebanese",600,Yes,4.0,101,6.666666666666667
Sandburg Shakes,Gurgaon,"Cafe, Pizza, Burger",750,Yes,4.0,34,5.333333333333333
The Millionaire Express,Gurgaon,Continental,400,Yes,4.0,53,10.0
Ammu's South Indian Restaurant,Gurgaon,South Indian,250,No,3.1,10,12.4
Elma's Delivers,Gurgaon,Bakery,500,No,3.1,5,6.2
Faasos,Gurgaon,"North Indian, Fast Food",600,Yes,3.2,12,5.333333333333334
Foodrath,Gurgaon,"North Indian, Chinese",400,No,3.0,4,7.5
Hyderabad House,Gurgaon,Biryani,500,Yes,2.7,7,5.4
Kake Da Hotel,Gurgaon,North Indian,700,Yes,3.1,35,4.428571428571429
Mitraao,Gurgaon,North Indian,650,Yes,3.4,117,5.230769230769231
PomoDoro Bistro,Gurgaon,"Italian, Fast Food",700,Yes,3.4,67,4.857142857142857
Shri Shyam Ji Ke Mashhoor Chhole Bhature,Gurgaon,Street Food,200,No,3.3,26,16.5
Spice Aangan Express,Gurgaon,Fast Food,400,No,3.0,33,7.5
Subway,Gurgaon,"American, Fast Food, Salad, Healthy Food",500,No,3.3,59,6.6
Swaad Ka Khazana,Gurgaon,"North Indian, Mughlai, Chinese",600,No,2.6,11,4.333333333333333
The Toddy Shop,Gurgaon,"South Indian, Kerala",1200,Yes,3.4,21,2.833333333333333
Truffles,Gurgaon,Bakery,300,Yes,3.2,15,10.666666666666668
Cafe Bonkerz,Gurgaon,"American, Fast Food",850,Yes,3.6,41,4.23529411764706
Wrapchick,Gurgaon,"North Indian, Mughlai",650,Yes,3.9,67,6.0
WoW - Vada Pav & More,Gurgaon,"Street Food, Fast Food",300,Yes,2.2,41,7.333333333333334
Me Kong Bowl,Gurgaon,Asian,700,Yes,4.0,27,5.714285714285714
Palmyra - The Bristol Hotel,Gurgaon,"Continental, North Indian",2500,No,3.3,57,1.32
Shanghai Bar & Lounge - The Bristol Hotel,Gurgaon,Finger Food,2400,No,3.0,17,1.25
Zaffran - The Bristol Hotel,Gurgaon,"Mughlai, Lucknowi, Awadhi",2000,No,3.2,52,1.6
Zaffran - The Claremont,Gurgaon,"Mughlai, Lucknowi, Awadhi",2500,No,3.0,4,1.2
Clove - The Galgotias,Gurgaon,"Chinese, North Indian, Continental, Mexican",1500,No,2.7,19,1.8000000000000003
Green Leaf,Gurgaon,"North Indian, South Indian",800,No,3.0,6,3.75
Tokyo,Gurgaon,Japanese,1600,No,3.0,10,1.875
Cigar Lounge - The Oberoi,Gurgaon,Finger Food,3000,No,3.2,17,1.0666666666666667
Melange - The Pllazio Hotel,Gurgaon,"North Indian, Continental, Chinese",2500,No,3.6,94,1.4400000000000002
Qureshi's Kabab Corner,Gurgaon,"North Indian, Mughlai",650,No,3.3,96,5.076923076923077
EEST - The Westin Gurgaon,Gurgaon,"Japanese, Chinese, Thai",3000,No,3.9,272,1.3
Prego - The Westin Gurgaon,Gurgaon,Italian,3000,No,3.8,390,1.2666666666666666
Seasonal Tastes - The Westin Gurgaon,Gurgaon,"North Indian, Asian",3000,No,3.9,394,1.3
Xiao Chi - The Westin Sohna Resort & Spa,Gurgaon,Chinese,3000,No,3.4,22,1.1333333333333333
The Living Room - The Westin Sohna Resort & Spa,Gurgaon,Continental,3000,No,3.7,45,1.2333333333333334
The Bar - Trident Gurgaon,Gurgaon,Finger Food,2000,No,3.3,36,1.65
Konomi - Trident Gurgaon,Gurgaon,Japanese,3000,No,3.5,27,1.1666666666666667
L'Opera,Gurgaon,"Bakery, Desserts, Fast Food",400,Yes,3.7,16,9.250000000000002
Town Hall,Gurgaon,"Japanese, Thai, Italian, Asian",2500,No,3.5,13,1.4
Whisky Samba,Gurgaon,"Italian, Burger, Charcoal Grill",2500,No,3.8,127,1.5199999999999998
Chokola,Gurgaon,"Bakery, Desserts, Bakery",700,No,3.1,6,4.428571428571429
Citrus Cafe - Lemon Tree Hotel,Gurgaon,Cafe,2000,No,2.7,27,1.35
Green Hut,Gurgaon,"North Indian, Chinese, Fast Food",600,No,2.8,23,4.666666666666666
My Plate,Gurgaon,North Indian,200,No,3.1,6,15.5
PiccoLicko,Gurgaon,Desserts,200,Yes,3.3,12,16.5
Pind Balluchi,Gurgaon,"North Indian, Mughlai",1000,Yes,2.7,7,2.7
Raj Xpresso,Gurgaon,"North Indian, Chinese",650,No,2.9,13,4.461538461538462
Riders Hub,Gurgaon,"Chinese, Continental, North Indian",800,No,3.1,11,3.875
Shivani Catering Services,Gurgaon,"North Indian, Chinese",500,No,3.1,17,6.2
The Diet Kitchen,Gurgaon,"Continental, Healthy Food",700,Yes,3.3,7,4.714285714285714
The Gr8 Taste of India,Gurgaon,"North Indian, Fast Food",400,Yes,3.0,10,7.5
World Art Cafe,Gurgaon,Cafe,500,No,3.3,10,6.6
XLNC Bakers,Gurgaon,Bakery,150,No,2.9,4,19.333333333333336
Tea Halt,Gurgaon,Cafe,400,Yes,3.1,82,7.75
Dunkin' Donuts,Gurgaon,"Burger, Desserts, Fast Food",600,Yes,3.5,302,5.833333333333334
Indian Bistro Company,Gurgaon,North Indian,750,No,3.7,276,4.933333333333334
Anaaj,Gurgaon,"North Indian, Fast Food",500,No,2.9,7,5.8
Au Bon Pain,Gurgaon,"Cafe, Bakery",600,No,2.8,8,4.666666666666666
Cafe Coffee Day,Gurgaon,Cafe,450,No,3.1,10,6.888888888888889
Cafe Friends,Gurgaon,"Cafe, Fast Food, Street Food",600,No,3.2,31,5.333333333333334
Chinese Bistro,Gurgaon,Chinese,600,No,2.9,5,4.833333333333334
Dunkin' Donuts,Gurgaon,"Burger, Desserts, Fast Food",600,No,3.4,87,5.666666666666666
Madras Coffee House,Gurgaon,South Indian,300,No,3.0,4,10.0
McDonald's,Gurgaon,"Fast Food, Burger",500,No,3.3,35,6.6
Nukkadwala,Gurgaon,"Fast Food, Street Food",300,No,3.2,25,10.666666666666668
Salad Chef,Gurgaon,"Healthy Food, Fast Food, Salad",400,Yes,3.2,44,8.0
Subway,Gurgaon,"American, Fast Food, Salad, Healthy Food",500,No,3.3,27,6.6
Tea Halt,Gurgaon,Cafe,400,Yes,2.7,14,6.750000000000001
The Kachori Co.,Gurgaon,Street Food,200,No,2.5,11,12.5
Urban Dhaba,Gurgaon,North Indian,700,Yes,3.2,11,4.571428571428572
A Piece of Paris,Gurgaon,"Desserts, Bakery",600,Yes,3.9,43,6.5
Chaayos,Gurgaon,"Cafe, Tea",400,Yes,3.8,127,9.5
Doughlicious,Gurgaon,"Bakery, Desserts, Fast Food",550,No,3.6,60,6.545454545454545
Eggers Madhouse,Gurgaon,Fast Food,500,Yes,3.7,51,7.4
Live Wok,Gurgaon,"Chinese, Asian, Thai",500,No,3.6,45,7.2
Orange Chopsticks,Gurgaon,"Chinese, Thai, Asian",1300,Yes,3.5,200,2.692307692307692
Pizzoccheri,Gurgaon,"Fast Food, Pizza",800,No,3.6,76,4.500000000000001
Chai Point,Gurgaon,"Tea, Fast Food",200,Yes,2.4,49,12.0
Latitude - Vivanta By Taj,Gurgaon,"North Indian, Mediterranean, European, Asian, Chinese, Pizza",3500,No,3.8,305,1.0857142857142856
Thai Pavilion - Vivanta By Taj,Gurgaon,"Thai, Asian",4000,No,4.0,219,1.0
3H Kitchen,Gurgaon,"North Indian, Chinese",600,No,2.9,15,4.833333333333334
Manish Sweets & Bakers,Gurgaon,"Mithai, Bakery, Street Food",200,No,2.8,5,13.999999999999998
Oasis Kitchen,Gurgaon,"Chinese, North Indian",250,No,2.9,6,11.6
Ramchandra Chinese Food,Gurgaon,"Chinese, Fast Food",250,Yes,2.7,10,10.8
Sona Chinese,Gurgaon,Chinese,400,No,2.8,14,6.999999999999999
The Pastry Hut,Gurgaon,"Bakery, Desserts",150,Yes,2.9,13,19.333333333333336
Bhoomika,Gurgaon,"Bakery, Desserts",250,No,2.9,6,11.6
FoodZilla,Gurgaon,"Chinese, Assamese",700,Yes,3.3,153,4.714285714285714
Goli Vada Pav No. 1,Gurgaon,Street Food,150,Yes,3.4,151,22.666666666666664
Indo Chinese,Gurgaon,"North Indian, Chinese",200,No,3.2,12,16.0
Kathi Junction,Gurgaon,Fast Food,400,Yes,3.0,89,7.5
Romi da Dhaba,Gurgaon,North Indian,550,Yes,3.1,122,5.636363636363637
Shamji Snacks,Gurgaon,"Mithai, Street Food, South Indian, Chinese, North Indian",400,No,2.7,83,6.750000000000001
The Lunch Break,Gurgaon,North Indian,200,No,2.9,7,14.499999999999998
Veg O Non,Gurgaon,North Indian,650,No,3.1,21,4.769230769230769
Alwar Sweets,Gurgaon,"Mithai, Street Food",200,No,3.5,66,17.5
Bakers Oven,Gurgaon,"Bakery, Desserts",600,Yes,3.6,69,6.0
Burgzz Bee,Gurgaon,"Burger, Fast Food",250,Yes,3.6,60,14.4
Chinese Corner,Gurgaon,"Chinese, Thai",500,Yes,3.6,369,7.2
Iroha,Gurgaon,"Bakery, Fast Food",400,No,3.7,63,9.250000000000002
Curry 'n' Phulka,Gurgaon,"North Indian, Chinese",400,Yes,2.4,83,6.0
Wah Ji Wah,Gurgaon,North Indian,400,Yes,2.2,142,5.500000000000001
Woods Spice,Gurgaon,"Continental, North Indian",1300,No,3.2,36,2.4615384615384617
Mocha,Guwahati,"Cafe, Italian",800,No,4.6,394,5.75
Terra Mayaa Restaurant and Lounge,Guwahati,"North Indian, Continental, Italian, Chinese",1400,No,3.9,360,2.7857142857142856
The Basement Cafí©,Guwahati,Cafe,600,No,4.7,126,7.833333333333333
Strawberry Fields,Guwahati,Cafe,500,No,4.1,290,8.2
Brooklyn Blues,Guwahati,"Continental, European",1400,No,4.2,110,3.0
Confucius,Guwahati,"Chinese, Thai",750,No,4.1,304,5.466666666666667
The Woking Mama,Guwahati,"Chinese, Thai, Japanese, Asian",1300,No,4.4,129,3.3846153846153846
Underdoggs Sports Bar & Grill,Guwahati,"North Indian, Continental",1650,No,4.4,222,2.666666666666667
The Zouq : Resto-Cafe,Guwahati,"Cafe, North Indian, Italian",500,No,4.1,124,8.2
BrewBakes,Guwahati,"Cafe, Continental, Chinese",500,No,4.0,28,8.0
Barbeque Nation,Guwahati,North Indian,1500,No,4.9,774,3.266666666666667
Yo! China,Guwahati,Chinese,800,No,3.6,327,4.500000000000001
4 Seasons,Guwahati,"Chinese, North Indian",300,No,3.6,142,12.0
11th Avenue Cafe Bistro,Guwahati,"Cafe, American, Italian, Continental",400,No,4.1,377,10.249999999999998
Cafí© Riverrun,Guwahati,"Continental, Juices, Cafe, Desserts, Salad, Italian",500,No,4.2,99,8.4
Fat Belly,Guwahati,"Asian, Chinese, Tibetan",500,No,4.1,25,8.2
The Corner Cafe,Guwahati,"Cafe, Continental",850,No,4.1,179,4.823529411764706
Chung Fa,Guwahati,Chinese,600,No,4.3,369,7.166666666666667
Shanghai Salsa,Guwahati,"Continental, Fast Food, Chinese, Charcoal Grill, Mexican",1000,No,4.0,256,4.0
Three Guys,Guwahati,"Continental, North Indian, Chinese, Arabian, Thai",700,No,4.3,233,6.142857142857142
Ziya,Guwahati,"Continental, Chinese",700,No,4.3,96,6.142857142857142
Exotica,Hyderabad,"Mughlai, North Indian, Chinese",1500,Yes,4.3,3374,2.8666666666666667
AB's - Absolute Barbecues,Hyderabad,"European, Mediterranean, North Indian",1500,No,4.9,200,3.266666666666667
Chili's,Hyderabad,"Mexican, American, Tex-Mex, Burger",1800,Yes,4.7,1932,2.611111111111111
The Fisherman's Wharf,Hyderabad,"Seafood, Continental, Goan, Asian, Andhra",1500,No,3.8,144,2.533333333333333
Chili's,Hyderabad,"Mexican, American, Tex-Mex, Burger",1800,Yes,4.6,2553,2.5555555555555554
Pine & Dine,Hyderabad,"North Indian, South Indian, Chinese",700,Yes,4.0,682,5.714285714285714
Jonathan's Kitchen - Holiday Inn Express & Suites,Hyderabad,"North Indian, Japanese, Italian",1900,No,4.3,860,2.263157894736842
AB's - Absolute Barbecues,Hyderabad,"European, Mediterranean, North Indian",1500,No,4.9,5434,3.266666666666667
Coní_u,Hyderabad,"Bakery, Desserts",600,No,4.8,1023,8.0
Dock Forty Five,Hyderabad,"Continental, Asian",1400,No,4.2,79,3.0
Mocha Bar,Hyderabad,"North Indian, Continental, Italian",1200,No,4.2,221,3.5
Olive Bistro,Hyderabad,"Mediterranean, Italian, European",2000,Yes,4.4,2218,2.2
Prost Brew Pub,Hyderabad,"Italian, Continental, Chinese",1200,No,4.1,594,3.4166666666666665
United Kitchens of India,Hyderabad,"North Indian, Andhra, Chettinad, Bengali, Mughlai, Chinese",1100,No,4.1,1431,3.727272727272727
Heart Cup Coffee,Hyderabad,"Cafe, Continental, North Indian, Chinese",1800,Yes,4.2,1859,2.3333333333333335
Churrolto,Hyderabad,"Desserts, Cafe, Mexican",500,No,4.7,344,9.4
The Grand Trunk Road,Hyderabad,"North Indian, Chinese",1100,Yes,3.9,616,3.5454545454545454
Sahibäó»s Barbeque by Ohriäó»s,Hyderabad,"Hyderabadi, Awadhi",1400,No,4.1,571,2.9285714285714284
KYRO,Indore,"North Indian, Chinese, Continental, Mediterranean, Asian",1300,No,3.7,238,2.8461538461538463
JAL - A Jungle Restaurant,Indore,"North Indian, Chinese",850,No,4.1,100,4.823529411764706
Oye24,Indore,"North Indian, Chinese, South Indian",250,No,4.1,152,16.4
Hobnob Gourmet Cafí©bar,Indore,"Italian, Continental",1950,No,4.1,37,2.1025641025641026
Mangosteen Cafe,Indore,"Cafe, Fast Food, Italian, Mexican",700,No,3.9,430,5.571428571428571
Mama Loca,Indore,"Greek, Lebanese",1000,No,4.2,304,4.2
Vidorra,Indore,"North Indian, Chinese",1200,No,4.0,404,3.3333333333333335
Cafe Palette,Indore,"Cafe, Lebanese, Italian",800,No,3.8,214,4.75
Nafees Restaurant,Indore,"North Indian, Mughlai",850,No,4.0,496,4.705882352941176
The Creative Kitchen - Radisson Blu Hotel,Indore,"North Indian, Continental, Mexican, Italian",2000,No,3.8,209,1.9
Square - Sayaji Hotel,Indore,"North Indian, Chinese, Italian",1500,No,4.3,334,2.8666666666666667
Freito,Indore,"Mexican, Italian",650,No,3.1,26,4.769230769230769
Cafe Terazza,Indore,"Cafe, Italian, Mexican, Chinese",700,No,3.9,502,5.571428571428571
Cafe Yolo,Indore,"Cafe, Fast Food",650,No,3.8,69,5.846153846153846
Just My Bakes,Indore,"Cafe, Bakery",500,No,3.9,69,7.8
10 Downing Street,Indore,"North Indian, Chinese",1500,No,4.0,413,2.6666666666666665
Cakesmith's Alley,Indore,"Bakery, Cafe, Fast Food",400,No,4.3,87,10.75
The Yellow Chilli,Indore,"North Indian, Mughlai, Seafood",1100,No,4.1,181,3.727272727272727
Waffle House,Indore,"Cafe, Fast Food",500,No,4.3,171,8.6
Mocha,Indore,"Cafe, Continental, Italian, Street Food",800,No,4.0,341,5.0
Tapri Central,Jaipur,"Cafe, Fast Food, Street Food",750,Yes,4.7,1469,6.266666666666667
Blackout,Jaipur,"North Indian, European, Continental, Finger Food",1650,No,3.9,676,2.3636363636363638
Mamu's Infusion,Jaipur,"Italian, Chinese, Mexican, Thai, North Indian",1400,Yes,4.0,582,2.857142857142857
Nibs Cafe,Jaipur,"Cafe, Italian, Continental",750,Yes,4.4,389,5.866666666666667
On The House,Jaipur,"Italian, Continental, Mexican, Cafe, Bakery",1300,Yes,4.4,843,3.3846153846153846
WTF,Jaipur,"Continental, Italian, North Indian, Lebanese, Thai",1000,No,4.0,212,4.0
Chokhi Dhani,Jaipur,Rajasthani,1600,No,4.3,1478,2.6875
Meraaki Kitchen,Jaipur,"Modern Indian, Asian",1500,No,3.9,67,2.6
Taruveda Bistro,Jaipur,"Cafe, Italian, Japanese, Continental",1000,Yes,4.2,633,4.2
The Forresta Kitchen & Bar,Jaipur,"Continental, Mexican, Beverages, Desserts, North Indian, Chinese, Rajasthani",1800,No,4.0,916,2.2222222222222223
Monarch Restaurant - Holiday Inn Jaipur City Centre,Jaipur,"North Indian, Chinese, Continental, Rajasthani",2300,No,4.5,420,1.956521739130435
Chao Chinese Bistro - Holiday Inn Jaipur City Centre,Jaipur,"Chinese, Asian",2500,No,4.3,308,1.72
Zolocrust - Hotel Clarks Amer,Jaipur,"Italian, Bakery, Continental",2000,Yes,4.9,322,2.45
Mutual's,Jaipur,"Cafe, Mexican, Italian, North Indian, Fast Food",650,Yes,4.2,198,6.461538461538463
O2- The Plant Cafe,Jaipur,Continental,700,No,4.1,148,5.857142857142857
Cafe LazyMojo,Jaipur,"Cafe, Mexican, Italian, Continental",800,Yes,4.3,798,5.375
Replay,Jaipur,"North Indian, Continental, Chinese, Italian, Mexican",1500,No,4.3,1121,2.8666666666666667
Sky Beach,Jaipur,"North Indian, Continental, Chinese, Mexican, Italian, Desserts",1000,No,2.6,46,2.6
Decked Up By Garden Cafe,Jaipur,"Cafe, Fast Food, North Indian",1200,Yes,3.9,310,3.25
Calzone- Dine & Rooftop Lounge,Jaipur,"Continental, Mexican, North Indian, Chinese",800,Yes,3.7,112,4.625000000000001
Hucka,Kanpur,"Chinese, Fast Food",550,No,3.3,148,5.999999999999999
The Zaffran,Kanpur,"North Indian, Continental, Asian",800,No,3.3,51,4.125
Gyan Vaishnav,Kanpur,North Indian,400,No,3.9,97,9.75
Liquid,Kanpur,"Finger Food, North Indian, Continental, Italian, Mediterranean",1000,No,4.0,24,4.0
Royal Dine - Hotel Royal Cliff,Kanpur,"North Indian, Chinese",1500,No,4.0,54,2.6666666666666665
Urban Crave Express,Kanpur,"Cafe, Italian",600,No,3.5,43,5.833333333333334
Mr Brown,Kanpur,"Bakery, Desserts, Fast Food",500,No,3.9,97,7.8
Dunkin Donuts,Kanpur,"Desserts, Fast Food",500,No,4.1,87,8.2
Little Chef,Kanpur,"North Indian, Fast Food",1000,No,4.1,158,4.1
Chin Mi,Kanpur,Chinese,1500,No,3.9,86,2.6
Tadka,Kanpur,North Indian,1000,No,3.8,97,3.8
Dhuaan,Kanpur,"North Indian, Mexican, Italian",1500,No,4.3,155,2.8666666666666667
Upper Crust,Kanpur,"Bakery, Fast Food",350,No,3.4,49,9.714285714285714
Anaicha's Food Joint,Kanpur,"Chinese, North Indian, Continental",850,No,3.6,106,4.23529411764706
Aromas,Kanpur,Fast Food,350,No,4.1,171,11.714285714285714
Waterside - The Landmark Hotel,Kanpur,"North Indian, Chinese",3000,No,3.9,113,1.3
Verandah,Kanpur,"Chinese, Italian, Fast Food",1500,No,3.7,160,2.466666666666667
Barbeque Nation,Kanpur,"North Indian, Mughlai, Lebanese, Arabian, Mediterranean",1400,No,4.0,41,2.857142857142857
Nawras Seafood Restaurant,Kochi,Seafood,1000,No,4.6,289,4.6
Ifthar,Kochi,Kerala,350,No,3.8,281,10.857142857142858
Dhe Puttu,Kochi,Kerala,600,Yes,4.4,662,7.333333333333334
Kashi Art Cafe,Kochi,"European, Cafe",600,No,4.2,659,7.0
Grand Hotel Restaurant,Kochi,"North Indian, Kerala, Chinese, Continental",1000,No,4.2,394,4.2
Barbeque Nation,Kochi,"European, North Indian, Mediterranean, American",1500,No,4.5,213,3.0
Chiyang,Kochi,"Chinese, Continental",800,No,3.7,277,4.625000000000001
Slice of Spice,Kochi,"Fast Food, Biryani",400,Yes,4.0,246,10.0
Mustake Multicuisine Restaurant,Kochi,"Chinese, Thai, North Indian, South Indian",1000,Yes,3.7,145,3.7
Palaaram,Kochi,"Kerala, Fast Food",550,No,3.7,105,6.7272727272727275
Tonico Cafe,Kochi,Cafe,400,No,4.0,406,10.0
Cafe 17,Kochi,"Cafe, Continental, Italian",700,Yes,4.4,333,6.285714285714286
ChaiCofi,Kochi,"Cafe, Continental, Italian",800,No,4.0,160,5.0
Bloomsbury's Boutique Cafe and Artisan Bakery,Kochi,"Cafe, Bakery, Desserts",650,Yes,4.2,482,6.461538461538463
Paragon,Kochi,"Kerala, South Indian, Continental, North Indian, Seafood, Chinese",900,No,4.3,722,4.777777777777778
Aangan - Downtown Multicuisine Restaurant,Kochi,"Chinese, Seafood, North Indian, Biryani",650,No,4.2,146,6.461538461538463
Ali Baba & 41 Dishes,Kochi,"Kerala, South Indian, Chinese, Biryani",400,No,3.5,348,8.75
Cocoa Tree,Kochi,"Italian, Seafood, Mediterranean, Desserts, Cafe",1000,No,4.3,658,4.3
French Toast,Kochi,"Continental, Cafe, Desserts, Bakery",700,No,4.3,312,6.142857142857142
Thakkaaram,Kochi,"Kerala, South Indian",600,No,3.6,361,6.0
Asia Kitchen by Mainland China,Kolkata,"Asian, Chinese",1400,Yes,4.6,945,3.2857142857142856
Hoppipola,Kolkata,"Italian, Mexican, American, Mediterranean",1200,Yes,4.2,1103,3.5
Spice Kraft,Kolkata,"Continental, Middle Eastern, Asian",1200,No,4.8,1424,4.0
Nawwarah,Kolkata,"Chinese, Cafe, North Indian, Desserts",1000,No,3.9,326,3.9
6 Ballygunge Place,Kolkata,Bengali,1000,Yes,4.4,1778,4.4
Mumbai Local,Kolkata,"North Indian, Chinese, Street Food",1200,No,4.2,704,3.5
Gabbar's Bar & Kitchen,Kolkata,"North Indian, Chinese, Mexican, Italian",1400,No,4.4,1484,3.142857142857143
TGI Friday's,Kolkata,"Tex-Mex, American",1800,Yes,4.0,911,2.2222222222222223
Santa's Fantasea,Kolkata,"Seafood, Chinese",800,No,4.2,2584,5.25
India Restaurant,Kolkata,"Biryani, North Indian, Chinese, Mughlai",800,Yes,4.6,1219,5.75
Flame & Grill,Kolkata,"North Indian, Continental",1500,No,3.9,1064,2.6
Barbeque Nation,Kolkata,"North Indian, Chinese",1600,No,4.9,1753,3.0625
Mocambo,Kolkata,"Continental, Italian, North Indian",1050,Yes,3.5,4464,3.3333333333333335
BarBQ,Kolkata,"Chinese, North Indian",900,Yes,4.2,5288,4.666666666666667
Peter Cat,Kolkata,"Continental, North Indian",1000,Yes,4.3,7574,4.3
The Irish House,Kolkata,"European, American",1900,No,4.4,2224,2.3157894736842106
Barbeque Nation,Kolkata,"North Indian, Chinese",1600,No,4.9,5966,3.0625
Ocean Grill,Kolkata,"Continental, Seafood, North Indian, Asian",1500,No,3.6,1040,2.4000000000000004
Sigree Global Grill,Kolkata,North Indian,1600,No,4.1,1616,2.5624999999999996
What's Up,Kolkata,"Cafe, Chinese, Continental",1000,No,4.0,1126,4.0
Grandson of Tunday Kababi,Lucknow,"Mughlai, Lucknowi",300,No,4.9,1057,16.333333333333336
Frozen Factory,Lucknow,"Desserts, Ice Cream",200,No,4.5,144,22.5
Mocha,Lucknow,"Cafe, Italian, Continental",800,No,4.6,567,5.75
Chemistry Cafí©,Lucknow,"Cafe, Continental, Chinese",650,No,3.5,147,5.384615384615384
Homeys Cafe,Lucknow,"Cafe, Fast Food",450,No,3.9,217,8.666666666666666
Percussion,Lucknow,"Continental, North Indian, Asian",1000,No,3.7,514,3.7
The Urban Terrace,Lucknow,"North Indian, Continental",1100,No,3.9,268,3.5454545454545454
Free Spirit,Lucknow,"Cafe, Italian",450,No,4.3,106,9.555555555555555
Spice Caves,Lucknow,"North Indian, Chinese, Mughlai",1200,No,4.2,691,3.5
The Chocolate Heaven,Lucknow,"Cafe, Italian, Desserts",400,No,4.1,165,10.249999999999998
The Pebbles Bistro,Lucknow,European,1000,No,4.1,80,4.1
Underdoggs Sports Bar & Grill,Lucknow,"Mediterranean, Italian, American",1300,No,4.3,124,3.3076923076923075
Vintage Machine,Lucknow,"Italian, American, Lebanese",1000,No,4.3,887,4.3
Bar Bar,Lucknow,"Cafe, Chinese, Thai, North Indian, Continental",1000,No,4.0,79,4.0
Dastarkhwan,Lucknow,Mughlai,400,No,4.4,818,11.000000000000002
The Cherry Tree Cafe,Lucknow,"Cafe, Bakery",400,No,4.1,288,10.249999999999998
Royal Sky,Lucknow,"North Indian, Mughlai, Chinese, Continental",1100,No,4.2,762,3.8181818181818183
L 14 - Renaissance Lucknow Hotel,Lucknow,"North Indian, Continental, South Indian, Chinese, Thai, Asian",2000,No,4.2,149,2.1
Barbeque Nation,Lucknow,North Indian,1600,No,4.7,1069,2.9375
Colours by Royal Cafe - Royal Inn,Lucknow,"North Indian, Mughlai, Chinese",1000,No,4.2,411,4.2
Cappuccino Blast,Lucknow,"Cafe, Fast Food",700,No,4.0,587,5.714285714285714
Basant Restaurant,Ludhiana,"North Indian, Chinese, Fast Food",800,No,3.6,93,4.500000000000001
Hawai Adda,Ludhiana,"North Indian, Chinese, Continental",1500,No,3.5,17,2.3333333333333335
Indian Summer,Ludhiana,"North Indian, Chinese",1400,No,4.1,191,2.9285714285714284
Basant,Ludhiana,"North Indian, Chinese, South Indian, Fast Food",400,No,3.9,109,9.75
Bistro 226,Ludhiana,"Italian, Continental, North Indian, Cafe",1400,No,4.2,217,3.0
Mocha,Ludhiana,Cafe,800,No,3.7,153,4.625000000000001
Pirates Of Grill,Ludhiana,"North Indian, Mughlai",1300,No,3.9,41,3.0
Bistro Flamme Bois,Ludhiana,"Italian, Continental, Mexican, Lebanese",1500,No,4.1,178,2.7333333333333334
Kitchen At 95 - Hyatt Regency,Ludhiana,"Mediterranean, Chinese, Continental",2000,No,4.3,87,2.15
